iata,icao,name,city,country,tz,lat,lon
LCA,LCLK,Larnaca International Airport,Larnaca,CY,Asia/Nicosia,34.875099,33.624901
PFO,LCPH,Paphos International Airport,Paphos,CY,Asia/Nicosia,34.717999,32.485699
AKT,LCRA,RAF Akrotiri,Akrotiri,CY,Asia/Nicosia,34.590401,32.9879
DBV,LDDU,Dubrovnik Ruđer Bošković Airport,Dubrovnik,HR,Europe/Zagreb,42.562247,18.265543
OSI,LDOS,Osijek Airport,Osijek(Klisa),HR,Europe/Zagreb,45.462355,18.811278
PUY,LDPL,Pula Airport,Pula,HR,Europe/Zagreb,44.893501,13.9222
RJK,LDRI,Rijeka Airport,Rijeka(Omišalj),HR,Europe/Zagreb,45.216376,14.57085
BWK,LDSB,Brač Airport,Gornji Humac,HR,Europe/Zagreb,43.284454,16.678362
SPU,LDSP,Split Saint Jerome Airport,Split,HR,Europe/Zagreb,43.538898,16.298
ZAG,LDZA,Zagreb Franjo Tuđman International Airport,Velika Gorica,HR,Europe/Zagreb,45.742901,16.0688
ZAD,LDZD,Zadar Airport,Zadar,HR,Europe/Zagreb,44.096986,15.353565
ABC,LEAB,Albacete Airport / Los Llanos Air Base,Albacete,ES,Europe/Madrid,38.948502,-1.86352
ALC,LEAL,Alicante-Elche Miguel Hernández Airport,Alicante,ES,Europe/Madrid,38.2822,-0.558156
LEI,LEAM,Almería Airport,Almería,ES,Europe/Madrid,36.843899,-2.3701
OVD,LEAS,Asturias Airport,Ranón,ES,Europe/Madrid,43.563599,-6.03462
ODB,LEBA,Córdoba Airport,Córdoba,ES,Europe/Madrid,37.841999,-4.84888
BIO,LEBB,Bilbao Airport,Bilbao,ES,Europe/Madrid,43.301102,-2.91061
RGS,LEBG,Burgos Airport,Burgos,ES,Europe/Madrid,42.357601,-3.62076
BCN,LEBL,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,Europe/Madrid,41.2971,2.07846
BJZ,LEBZ,Badajoz Airport,Badajoz,ES,Europe/Madrid,38.8913,-6.82133
CDT,LECH,Castellón-Costa Azahar Airport,Castellón de la Plana,ES,Europe/Madrid,40.213889,0.073333
LCG,LECO,A Coruña Airport,Culleredo,ES,Europe/Madrid,43.302101,-8.37726
ILD,LEDA,Lleida-Alguaire Airport,Lleida,ES,Europe/Madrid,41.728185,0.535023
GRO,LEGE,Girona-Costa Brava Airport,Girona,ES,Europe/Madrid,41.904639,2.761774
GRX,LEGR,F.G.L. Airport Granada-Jaén Airport,Granada,ES,Europe/Madrid,37.188702,-3.77736
IBZ,LEIB,Ibiza Airport,Ibiza (Eivissa),ES,Europe/Madrid,38.872898,1.37312
XRY,LEJR,Jerez Airport,Jerez de la Frontera,ES,Europe/Madrid,36.744598,-6.06011
LEN,LELN,León Airport,La Virgen del Camino,ES,Europe/Madrid,42.590709,-5.653406
RJL,LELO,Logroño-Agoncillo Airport,Logroño,ES,Europe/Madrid,42.460953,-2.322235
MAD,LEMD,Adolfo Suárez Madrid–Barajas Airport,Madrid,ES,Europe/Madrid,40.493407,-3.572249
AGP,LEMG,Málaga-Costa del Sol Airport,Málaga,ES,Europe/Madrid,36.6749,-4.49911
MAH,LEMH,Menorca Airport,Mahón (Maó),ES,Europe/Madrid,39.862598,4.21865
RMU,LEMI,Region of Murcia International Airport,Corvera,ES,Europe/Madrid,37.802852,-1.124884
OZP,LEMO,Moron Air Base,Morón,ES,Europe/Madrid,37.17490005493164,-5.615940093994141
PMI,LEPA,Palma de Mallorca Airport,Palma de Mallorca,ES,Europe/Madrid,39.551701,2.73881
PNA,LEPP,Pamplona Airport,Pamplona,ES,Europe/Madrid,42.77,-1.64633
CQM,LERL,Ciudad Real International Airport,Ciudad Real,ES,Europe/Madrid,38.856479,-3.969944
REU,LERS,Reus Airport,Reus,ES,Europe/Madrid,41.147509,1.168354
ROZ,LERT,Rota Naval Station Airport,Rota,ES,Europe/Madrid,36.645198822,-6.34946012497
SLM,LESA,Salamanca Airport,Salamanca,ES,Europe/Madrid,40.952099,-5.50199
EAS,LESO,San Sebastián Airport,Hondarribia,ES,Europe/Madrid,43.356499,-1.79061
SCQ,LEST,Santiago-Rosalía de Castro Airport,Santiago de Compostela,ES,Europe/Madrid,42.896301,-8.41514
LEU,LESU,Pirineus - la Seu d'Urgel Airport,La Seu d'Urgell Pyrenees and Andorra,ES,Europe/Madrid,42.3386,1.40917
TEV,LETL,Teruel Airport,Teruel,ES,Europe/Madrid,40.410269,-1.217366
TOJ,LETO,Madrid–Torrejón Airport / Torrejón Air Base,Madrid,ES,Europe/Madrid,40.487875,-3.456808
VLC,LEVC,Valencia Airport,Valencia,ES,Europe/Madrid,39.489162,-0.480961
VLL,LEVD,Valladolid Airport,Valladolid,ES,Europe/Madrid,41.7061,-4.85194
VIT,LEVT,Vitoria Airport,Alava,ES,Europe/Madrid,42.882801,-2.72447
VGO,LEVX,Vigo Airport,Vigo,ES,Europe/Madrid,42.2318,-8.62677
SDR,LEXJ,Seve Ballesteros-Santander Airport,Santander,ES,Europe/Madrid,43.427101,-3.82001
ZAZ,LEZG,Zaragoza Airport,Zaragoza,ES,Europe/Madrid,41.666199,-1.04155
SVQ,LEZL,Seville Airport,Seville,ES,Europe/Madrid,37.417999,-5.89311
CQF,LFAC,Calais Marck Airport,Calais,FR,Europe/Paris,50.962101,1.95476
LTQ,LFAT,Le Touquet-Côte d'Opale Airport,Le Touquet-Paris-Plage,FR,Europe/Paris,50.518284,1.621656
AGF,LFBA,Agen La Garenne airport,Agen,FR,Europe/Paris,44.174171,0.59309
BOD,LFBD,Bordeaux–Mérignac Airport,Bordeaux,FR,Europe/Paris,44.82865,-0.715356
EGC,LFBE,Bergerac Dordogne-Périgord airport,Bergerac,FR,Europe/Paris,44.825298,0.518611
CNG,LFBG,Cognac-Châteaubernard (BA 709) Air Base,Cognac/Châteaubernard,FR,Europe/Paris,45.658298,-0.3175
LRH,LFBH,La Rochelle Île de Ré Airport,La Rochelle,FR,Europe/Paris,46.179199,-1.19528
PIS,LFBI,Poitiers-Biard Airport,Poitiers/Biard,FR,Europe/Paris,46.5877,0.306666
MCU,LFBK,Montluçon-Guéret Airport,"Lépaud, Creuse",FR,Europe/Paris,46.222599,2.36396
LIG,LFBL,Limoges Airport,Limoges/Bellegarde,FR,Europe/Paris,45.862801,1.17944
NIT,LFBN,Niort - Marais Poitevin Airport,Niort/Souché,FR,Europe/Paris,46.313477,-0.394529
TLS,LFBO,Toulouse-Blagnac Airport,Toulouse/Blagnac,FR,Europe/Paris,43.629101,1.36382
PUF,LFBP,Pau Pyrénées Airport,Pau/Pyrénées (Uzein),FR,Europe/Paris,43.380001,-0.418611
LDE,LFBT,Tarbes-Lourdes-Pyrénées Airport,Tarbes/Lourdes/Pyrénées,FR,Europe/Paris,43.178699,-0.006439
ANG,LFBU,Angoulême Brie-Champniers airport,Angoulême,FR,Europe/Paris,45.729198,0.221456
PGX,LFBX,Périgueux-Bassillac Airport,Périgueux/Bassillac,FR,Europe/Paris,45.198101,0.815556
BIQ,LFBZ,Biarritz Pays Basque airport,Biarritz,FR,Europe/Paris,43.468372,-1.523223
ZAO,LFCC,Cahors Lalbenque airport,Cahors,FR,Europe/Paris,44.351398,1.47528
LBI,LFCI,Albi Le Sequestre airport,Albi,FR,Europe/Paris,43.913898,2.11306
DCM,LFCK,Castres Mazamet Airport,Castres,FR,Europe/Paris,43.556301,2.28918
RDZ,LFCR,Rodez–Aveyron Airport,Rodez/Marcillac,FR,Europe/Paris,44.407902,2.48267
RYN,LFCY,Royan-Médis Airport,Royan/Médis,FR,Europe/Paris,45.628101,-0.9725
RCO,LFDN,Rochefort-Saint-Agnant (BA 721) Airport,Rochefort/Saint-Agnant,FR,Europe/Paris,45.887798,-0.983056
CMR,LFGA,Colmar Houssen airport,Colmar,FR,Europe/Paris,48.109901,7.35901
DLE,LFGJ,Dole Tavaux Airport,Dole,FR,Europe/Paris,47.038955,5.427589
OBS,LFHO,Aubenas-South Ardèche Airport,"Lanas, Ardèche",FR,Europe/Paris,44.544367,4.372194
ETZ,LFJL,Metz-Nancy-Lorraine Airport,Goin,FR,Europe/Paris,48.982101,6.25132
ANE,LFJR,Angers Marcé airport,Angers,FR,Europe/Paris,47.560299,-0.312222
BIA,LFKB,Bastia-Poretta International airport,Bastia,FR,Europe/Paris,42.5527,9.48373
CLY,LFKC,Calvi Sainte Catherine Airport,Calvi,FR,Europe/Paris,42.530422,8.792984
FSC,LFKF,Figari Sud-Corse Airport,Figari,FR,Europe/Paris,41.50185,9.097092
AJA,LFKJ,Ajaccio Napoléon Bonaparte airport,Ajaccio,FR,Europe/Paris,41.923599,8.80292
SOZ,LFKS,Solenzara (BA 126) Air Base,Solenzara,FR,Europe/Paris,41.9244,9.406
AUF,LFLA,Auxerre Branches airport,Auxerre,FR,Europe/Paris,47.850201,3.49711
CMF,LFLB,Chambéry Aix les Bains airport,Chambéry,FR,Europe/Paris,45.6381,5.88023
CFE,LFLC,Clermont-Ferrand Auvergne airport,Clermont-Ferrand,FR,Europe/Paris,45.786701,3.16917
BOU,LFLD,Bourges airport,Bourges,FR,Europe/Paris,47.060158,2.369633
LYS,LFLL,Lyon Saint-Exupéry Airport,"Colombier-Saugnieu, Rhône",FR,Europe/Paris,45.725996,5.090139
SYT,LFLN,Saint-Yan Airport,"L'Hôpital-le-Mercier, Saône-et-Loire",FR,Europe/Paris,46.414019,4.014177
RNE,LFLO,Roanne-Renaison Airport,Saint-Léger-sur-Roanne,FR,Europe/Paris,46.053818,3.999023
NCY,LFLP,Annecy Meythet airport,Annecy,FR,Europe/Paris,45.928947,6.0987
GNB,LFLS,Grenoble Alpes Isère Airport,Grenoble,FR,Europe/Paris,45.3629,5.32937
VAF,LFLU,Valence-Chabeuil Airport,"Chabeuil, Drôme",FR,Europe/Paris,44.9216,4.9699
VHY,LFLV,Vichy-Charmeil Airport,"Charmeil, Allier",FR,Europe/Paris,46.16969,3.403637
AUR,LFLW,Aurillac airport,Aurillac,FR,Europe/Paris,44.891399,2.42194
CHR,LFLX,Châteauroux Déols airport,Châteauroux,FR,Europe/Paris,46.860221,1.728326
LYN,LFLY,Lyon Bron Airport,"Chassieu, Lyon",FR,Europe/Paris,45.727947,4.943991
CEQ,LFMD,Cannes Mandelieu Airport,Cannes,FR,Europe/Paris,43.547998,6.955176
EBU,LFMH,Saint-Étienne-Bouthéon Airport,"Andrézieux-Bouthéon, Loire",FR,Europe/Paris,45.5406,4.29639
CCF,LFMK,Carcassonne Salvaza Airport,Carcassonne,FR,Europe/Paris,43.216,2.30632
MRS,LFML,Marseille Provence Airport,"Marignane, Bouches-du-Rhône",FR,Europe/Paris,43.438088,5.2125
NCE,LFMN,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",FR,Europe/Paris,43.658401,7.21587
PGF,LFMP,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan/Rivesaltes,FR,Europe/Paris,42.740398,2.87067
CTT,LFMQ,Le Castellet Airport,"Le Castellet, Var",FR,Europe/Paris,43.252499,5.78519
MPL,LFMT,Montpellier-Méditerranée Airport,Montpellier/Méditerranée,FR,Europe/Paris,43.576199,3.96301
BZR,LFMU,Béziers Vias airport,Béziers,FR,Europe/Paris,43.323502,3.3539
AVN,LFMV,Avignon Caumont airport,Avignon,FR,Europe/Paris,43.907299,4.90183
MEN,LFNB,Mende-Brenoux Airfield,Mende/Brénoux,FR,Europe/Paris,44.502102,3.53282
BVA,LFOB,Beauvais-Tillé airport,Beauvais,FR,Europe/Paris,49.454399,2.11278
EVX,LFOE,Évreux-Fauville (BA 105) Air Base,"Fauville, Eure",FR,Europe/Paris,49.028702,1.21986
LEH,LFOH,Le Havre-Octeville Airport,Le Havre,FR,Europe/Paris,49.534038,0.088406
XCR,LFOK,Chalons Vatry airport,Chalons en Champagne,FR,Europe/Paris,48.77333,4.20611
URO,LFOP,Rouen Vallée de Seine Airport,Boos,FR,Europe/Paris,49.384887,1.179142
TUF,LFOT,Tours Val de Loire Airport,"Tours, Indre-et-Loire",FR,Europe/Paris,47.432201,0.727606
LVA,LFOV,Laval-Entrammes Airport,"Laval, Mayenne",FR,Europe/Paris,48.032208,-0.743999
LBG,LFPB,Paris-Le Bourget International Airport,Paris,FR,Europe/Paris,48.962276,2.436539
CSF,LFPC,Creil Air Base,Creil,FR,Europe/Paris,49.253502,2.51914
CDG,LFPG,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",FR,Europe/Paris,49.00896,2.554117
TNF,LFPN,Toussus-le-Noble Airport,"Toussus-le-Noble, Yvelines",FR,Europe/Paris,48.7519,2.10619
ORY,LFPO,Paris-Orly Airport,"Paris (Orly, Val-de-Marne)",FR,Europe/Paris,48.729499,2.358963
POX,LFPT,Pontoise-Cormeilles Aerodrome,"Cormeilles-en-Vexin, Val-d'Oise",FR,Europe/Paris,49.096064,2.035543
VIY,LFPV,Vélizy-Villacoublay Air Base,"Vélizy-Villacoublay, Yvelines",FR,Europe/Paris,48.774406,2.203102
NVS,LFQG,Nevers-Fourchambault Airport,"Marzy, Nièvre",FR,Europe/Paris,47.002913,3.113114
LIL,LFQQ,Lille Airport,Lesquin,FR,Europe/Paris,50.566564,3.102429
HZB,LFQT,Merville-Calonne Airport,"Merville, Nord",FR,Europe/Paris,50.618401,2.64224
BES,LFRB,Brest Bretagne airport,Brest,FR,Europe/Paris,48.447899,-4.41854
CER,LFRC,Cherbourg Manche airport,Cherbourg,FR,Europe/Paris,49.650101,-1.47028
DNR,LFRD,Dinard Pleurtuit Saint-Malo airport,Dinard,FR,Europe/Paris,48.5877,-2.07996
LBY,LFRE,La Baule-Escoublac Airport,La Baule-Escoublac,FR,Europe/Paris,47.289398,-2.34639
GFR,LFRF,Granville Airport,"Bréville-sur-Mer, Manche",FR,Europe/Paris,48.883099,-1.56417
DOL,LFRG,Deauville Normandie airport,Deauville,FR,Europe/Paris,49.365237,0.154481
LRT,LFRH,Lorient South Brittany (Bretagne Sud) Airport,Lorient/Lann/Bihoué,FR,Europe/Paris,47.760601,-3.44
EDM,LFRI,La Roche-sur-Yon Les Ajoncs Airport,La Roche-sur-Yon,FR,Europe/Paris,46.7019,-1.37863
LDV,LFRJ,Landivisiau Air Base,Landivisiau,FR,Europe/Paris,48.5303,-4.15164
CFR,LFRK,Caen Carpiquet airport,Caen,FR,Europe/Paris,49.17678,-0.454883
LME,LFRM,Le Mans-Arnage Airport,"Le Mans, Sarthe",FR,Europe/Paris,47.948604,0.201702
RNS,LFRN,Rennes-Saint-Jacques Airport,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",FR,Europe/Paris,48.0695,-1.73479
LAI,LFRO,Lannion Airport,Lannion,FR,Europe/Paris,48.754398,-3.47166
UIP,LFRQ,Quimper-Cornouaille Airport,Quimper/Pluguffan,FR,Europe/Paris,47.973031,-4.169655
NTE,LFRS,Nantes Atlantique Airport,Nantes,FR,Europe/Paris,47.153198,-1.61073
SBK,LFRT,Saint-Brieuc-Armor Airport,"Trémuson, Côtes-d'Armor",FR,Europe/Paris,48.538628,-2.853518
MXN,LFRU,Morlaix-Ploujean Airport,Morlaix/Ploujean,FR,Europe/Paris,48.6031990051,-3.81577992439
VNE,LFRV,Vannes-Meucon Airport,Vannes/Meucon,FR,Europe/Paris,47.723301,-2.71856
SNR,LFRZ,Saint-Nazaire-Montoir Airport,Saint-Nazaire/Montoir,FR,Europe/Paris,47.31142,-2.152634
BSL,LFSB,EuroAirport Basel–Mulhouse–Freiburg,Bâle / Mulhouse,FR,Europe/Paris,47.60068,7.521117
DIJ,LFSD,Dijon Longvic airport,Dijon,FR,Europe/Paris,47.268902,5.09
EPL,LFSG,Épinal Mirecourt Airport,Épinal,FR,Europe/Paris,48.325001,6.06998
BVE,LFSL,Brive Souillac airport,Brive,FR,Europe/Paris,45.039722,1.485556
ENC,LFSN,Nancy-Essey Airport,"Tomblaine, Meurthe-et-Moselle",FR,Europe/Paris,48.692101,6.23046
SXB,LFST,Strasbourg Airport,Strasbourg,FR,Europe/Paris,48.5383,7.62823
TLN,LFTH,Toulon-Hyères Airport,"Hyères, Var",FR,Europe/Paris,43.097301,6.14603
FNI,LFTW,Nîmes-Arles-Camargue Airport,Nîmes/Garons,FR,Europe/Paris,43.757401,4.41635
FSP,LFVP,Saint-Pierre Pointe-Blanche Airport,Saint-Pierre,PM,America/Miquelon,46.762651,-56.17499
PYR,LGAD,Andravida Air Base,Andravida,GR,Europe/Athens,37.9207,21.292601
AXD,LGAL,Alexandroupoli Democritus Airport,Alexandroupolis,GR,Europe/Athens,40.8559,25.956301
ATH,LGAV,Athens Eleftherios Venizelos International Airport,Spata-Artemida,GR,Europe/Athens,37.936401,23.9445
VOL,LGBL,Nea Anchialos National Airport,Nea Anchialos,GR,Europe/Athens,39.219601,22.7943
JKH,LGHI,Chios Island National Airport,Chios Island,GR,Europe/Athens,38.34320068359375,26.140600204467773
IOA,LGIO,Ioannina King Pyrrhus National Airport,Ioannina,GR,Europe/Athens,39.6964,20.8225
HER,LGIR,Heraklion International Nikos Kazantzakis Airport,Heraklion,GR,Europe/Athens,35.339699,25.1803
EFL,LGKF,Kefallinia Airport,Kefallinia Island,GR,Europe/Athens,38.12009811401367,20.500499725341797
KLX,LGKL,Kalamata Airport,Kalamata,GR,Europe/Athens,37.06829833984375,22.02549934387207
KGS,LGKO,"Kos International Airport ""Ippokratis""",Kos Island,GR,Europe/Athens,36.794523,27.09115
AOK,LGKP,Karpathos Airport,Karpathos Island,GR,Europe/Athens,35.421398,27.146
CFU,LGKR,Corfu Ioannis Kapodistrias International Airport,Kerkyra (Corfu),GR,Europe/Athens,39.60145,19.912179
KVA,LGKV,Kavala Alexander the Great International Airport,Kavala,GR,Europe/Athens,40.9133,24.6192
KZI,LGKZ,Kozani National Airport Filippos,Kozani,GR,Europe/Athens,40.286098,21.840799
JMK,LGMK,Mykonos Island National Airport,Mykonos,GR,Europe/Athens,37.435101,25.348101
MJT,LGMT,Mytilene International Airport,Mytilene,GR,Europe/Athens,39.057406,26.598629
PVK,LGPZ,Aktion National Airport,Preveza,GR,Europe/Athens,38.925499,20.765301
RHO,LGRP,"Rhodes International Airport ""Diagoras""",Rhodes,GR,Europe/Athens,36.405399,28.086201
GPA,LGRX,Patras Araxos Agamemnon Airport,Patras,GR,Europe/Athens,38.1511,21.4256
CHQ,LGSA,Chania International Airport,Souda,GR,Europe/Athens,35.531207,24.150673
JSI,LGSK,Skiathos Island National Airport,Skiathos,GR,Europe/Athens,39.177101,23.5037
SMI,LGSM,Samos Airport,Samos Island,GR,Europe/Athens,37.689999,26.911699
JTR,LGSR,Santorini International Airport,Santorini Island,GR,Europe/Athens,36.400045,25.478638
JSH,LGST,Sitia Airport,Crete Island,GR,Europe/Athens,35.21609878540039,26.101299285888672
SKG,LGTS,Thessaloniki Macedonia International Airport,Thessaloniki,GR,Europe/Athens,40.51928,22.970009
ZTH,LGZA,Zakynthos International Airport Dionysios Solomos,Zakynthos,GR,Europe/Athens,37.7509,20.8843
BUD,LHBP,Budapest Liszt Ferenc International Airport,Budapest,HU,Europe/Budapest,47.43018,19.262393
DEB,LHDC,Debrecen International Airport,Debrecen,HU,Europe/Budapest,47.489469,21.616278
PEV,LHPP,Pécs-Pogány International Airport,Pécs,HU,Europe/Budapest,45.988891,18.242044
SOB,LHSM,Hévíz–Balaton Airport,Sármellék,HU,Europe/Budapest,46.686391,17.159084
CRV,LIBC,Crotone Sant'Anna Pythagoras Airport,Isola di Capo Rizzuto (KR),IT,Europe/Rome,38.9972,17.0802
BRI,LIBD,Bari Karol Wojtyła International Airport,Bari,IT,Europe/Rome,41.138901,16.760599
FOG,LIBF,Foggia Gino Lisa Airport,Foggia (FG),IT,Europe/Rome,41.433596,15.534566
TAR,LIBG,Taranto-Grottaglie Marcello Arlotta Airport,Grottaglie,IT,Europe/Rome,40.517502,17.4032
LCC,LIBN,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,Galatina (LE),IT,Europe/Rome,40.239201,18.133301
PSR,LIBP,Abruzzo Airport,Pescara,IT,Europe/Rome,42.431079,14.182981
BDS,LIBR,Brindisi Airport,Brindisi,IT,Europe/Rome,40.6576,17.947001
SUF,LICA,Lamezia Terme Sant'Eufemia International Airport,Lamezia Terme (CZ),IT,Europe/Rome,38.906214,16.246007
CIY,LICB,Comiso Airport,Comiso,IT,Europe/Rome,36.99583,14.60889
CTA,LICC,Catania-Fontanarossa Airport,Catania,IT,Europe/Rome,37.466801,15.0664
LMP,LICD,Lampedusa Airport,Lampedusa,IT,Europe/Rome,35.497898,12.6181
PNL,LICG,Pantelleria Airport,Pantelleria (TP),IT,Europe/Rome,36.816502,11.9689
PMO,LICJ,Falcone–Borsellino Airport,Palermo,IT,Europe/Rome,38.175999,13.091
REG,LICR,Reggio Calabria Airport,Reggio Calabria,IT,Europe/Rome,38.071201,15.6516
TPS,LICT,Vincenzo Florio Airport Trapani-Birgi,Trapani (TP),IT,Europe/Rome,37.9114,12.488
AHO,LIEA,Alghero-Fertilia Airport,Alghero,IT,Europe/Rome,40.632099,8.29077
DCI,LIED,Decimomannu Air Base,Decimomannu,IT,Europe/Rome,39.354198,8.97248
CAG,LIEE,Cagliari Elmas Airport,Cagliari,IT,Europe/Rome,39.251499,9.05428
OLB,LIEO,Olbia Costa Smeralda Airport,Olbia (SS),IT,Europe/Rome,40.898953,9.518457
MXP,LIMC,Milan Malpensa International Airport,Ferno (VA),IT,Europe/Rome,45.6306,8.72811
BGY,LIME,Il Caravaggio International Airport,Orio al Serio (BG),IT,Europe/Rome,45.669362,9.708851
TRN,LIMF,Turin Airport,Caselle Torinese (TO),IT,Europe/Rome,45.200802,7.64963
GOA,LIMJ,Genoa Cristoforo Colombo Airport,Genova (GE),IT,Europe/Rome,44.412039,8.840732
LIN,LIML,Milano Linate Airport,Segrate (MI),IT,Europe/Rome,45.445099,9.27674
PMF,LIMP,Parma Airport,Parma (PR),IT,Europe/Rome,44.826351,10.29705
AOT,LIMW,Aosta Corrado Gex Airport,Saint-Christophe (AO),IT,Europe/Rome,45.738552,7.3683
CUF,LIMZ,Cuneo International Airport,Levaldigi (CN),IT,Europe/Rome,44.547458,7.623045
AVB,LIPA,Aviano Air Base,Aviano (PN),IT,Europe/Rome,46.031898,12.596503
BZO,LIPB,Bolzano Airport,Bolzano (BZ),IT,Europe/Rome,46.459245,11.326125
BLQ,LIPE,Bologna Guglielmo Marconi Airport,Bologna,IT,Europe/Rome,44.5354,11.2887
TSF,LIPH,Treviso Airport,Treviso (TV),IT,Europe/Rome,45.648399,12.1944
FRL,LIPK,Forlì-Luigi Ridolfi International Airport,Forlì (FC),IT,Europe/Rome,44.194801,12.0701
VBS,LIPO,Brescia Gabriele d'Annunzio Airport,Montichiari (BS),IT,Europe/Rome,45.428902,10.3306
TRS,LIPQ,Trieste Airport,Ronchi dei Legionari/Trieste,IT,Europe/Rome,45.827862,13.466672
RMI,LIPR,Federico Fellini International Airport,Rimini (RN),IT,Europe/Rome,44.020024,12.612198
VRN,LIPX,Verona Villafranca Valerio Catullo Airport,Caselle (VR),IT,Europe/Rome,45.394955,10.887303
AOI,LIPY,Marche Airport,Falconara Marittima (AN),IT,Europe/Rome,43.616299,13.3623
VCE,LIPZ,Venice Marco Polo Airport,Venezia (VE),IT,Europe/Rome,45.505299,12.3519
CIA,LIRA,Ciampino–G. B. Pastine International Airport,Rome,IT,Europe/Rome,41.798769,12.595331
FCO,LIRF,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,IT,Europe/Rome,41.804532,12.251998
QSR,LIRI,Salerno Costa d'Amalfi Airport,Salerno,IT,Europe/Rome,40.620399,14.9113
EBA,LIRJ,Marina di Campo Airport,Campo nell'Elba (LI),IT,Europe/Rome,42.760871,10.239811
NAP,LIRN,Naples International Airport,Napoli,IT,Europe/Rome,40.886002,14.2908
PSA,LIRP,Pisa International Airport,Pisa (PI),IT,Europe/Rome,43.683899,10.3927
FLR,LIRQ,"Florence Airport, Peretola",Firenze (FI),IT,Europe/Rome,43.808558,11.202822
GRS,LIRS,Grosseto Corrado Baccarini Air Base / Grosseto Airport,Grosseto (GR),IT,Europe/Rome,42.759701,11.0719
PEG,LIRZ,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia (PG),IT,Europe/Rome,43.095901,12.5132
LJU,LJLJ,Ljubljana Jože Pučnik Airport,Zgornji Brnik,SI,Europe/Ljubljana,46.223701,14.4576
MBX,LJMB,Maribor Edvard Rusjan Airport,Maribor,SI,Europe/Ljubljana,46.4799,15.6861
POW,LJPZ,Portorož Airport,Sečovlje,SI,Europe/Ljubljana,45.47201,13.615951
JCL,LKCS,České Budějovice South Bohemian Airport,České Budějovice,CZ,Europe/Prague,48.948171,14.42832
UHE,LKKU,Kunovice Airport,Uherské Hradiště,CZ,Europe/Prague,49.0294,17.439699
KLV,LKKV,Karlovy Vary Airport,Karlovy Vary,CZ,Europe/Prague,50.202999,12.915
OSR,LKMT,Leoš Janáček Airport Ostrava,Mošnov,CZ,Europe/Prague,49.696301,18.111099
PED,LKPD,Pardubice Airport,Pardubice,CZ,Europe/Prague,50.015049,15.73981
PRV,LKPO,Přerov Air Base,Přerov,CZ,Europe/Prague,49.4258,17.404699
PRG,LKPR,Václav Havel Airport Prague,Prague,CZ,Europe/Prague,50.100874,14.259911
BRQ,LKTB,Brno-Tuřany Airport,Brno,CZ,Europe/Prague,49.151276,16.693972
VOD,LKVO,Vodochody Airport,Vodochody,CZ,Europe/Prague,50.216599,14.3958
TLV,LLBG,Ben Gurion International Airport,Tel Aviv,IL,Asia/Jerusalem,32.011398,34.8867
ETM,LLER,Ramon International Airport,Eilat,IL,Asia/Jerusalem,29.727009,35.014116
HFA,LLHA,Uri Michaeli Haifa International Airport,Haifa,IL,Asia/Jerusalem,32.810219,35.043719
RPN,LLIB,Rosh Pina Airport,Rosh Pina,IL,Asia/Jerusalem,32.980999,35.571899
MTZ,LLMZ,Bar Yehuda Airfield,Masada,IL,Asia/Jerusalem,31.328199,35.388599
VTM,LLNV,Nevatim Air Base,Beersheba,IL,Asia/Jerusalem,31.208299636799996,35.012298584
MLA,LMML,Malta International Airport,Valletta,MT,Europe/Malta,35.845932,14.491546
GRZ,LOWG,Graz Airport,Feldkirchen bei Graz,AT,Europe/Vienna,46.9911,15.4396
INN,LOWI,Innsbruck Airport,Innsbruck,AT,Europe/Vienna,47.260201,11.344
KLU,LOWK,Klagenfurt Airport,Klagenfurt am Wörthersee,AT,Europe/Vienna,46.642502,14.3377
LNZ,LOWL,Linz-Hörsching Airport,Linz,AT,Europe/Vienna,48.235362,14.188128
SZG,LOWS,Salzburg Airport,Salzburg,AT,Europe/Vienna,47.793301,13.0043
VIE,LOWW,Vienna International Airport,Vienna,AT,Europe/Vienna,48.110298,16.5697
SMA,LPAZ,Santa Maria Airport,Vila do Porto,PT,Atlantic/Azores,36.97140121459961,-25.17060089111328
BGC,LPBG,Bragança Airport,Bragança,PT,Europe/Lisbon,41.8578,-6.70713
BYJ,LPBJ,Beja Airport / Airbase,Beja,PT,Europe/Lisbon,38.078899,-7.9324
CAT,LPCS,Cascais Airport,Cascais,PT,Europe/Lisbon,38.724998,-9.35523
FLW,LPFL,Flores Airport,Santa Cruz das Flores,PT,Atlantic/Azores,39.455299377441406,-31.131399154663086
FAO,LPFR,Faro - Gago Coutinho International Airport,Faro,PT,Europe/Lisbon,37.015909,-7.970939
GRW,LPGR,Graciosa Airport,Santa Cruz da Graciosa,PT,Atlantic/Azores,39.092201232910156,-28.029800415039062
HOR,LPHR,Horta Airport,Horta,PT,Atlantic/Azores,38.519901275634766,-28.715900421142578
